sentence,label
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",neutral
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",positive
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,positive
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",neutral
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,neutral
"Our customers include companies in the energy and process industry sectors , in particular .",neutral
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive
This will bring cost savings of about EUR 3mn a year .,positive
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral
It will report full-year results on August 22 .,neutral
Export declined by 6 percent to 16.4 million liters .,negative
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral
The business section also includes Ahlstrom 's sustainability report .,neutral
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",neutral
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,positive
Registration is required .,neutral
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,neutral
Symphony Services provides development services for Aldata GOLD .,neutral
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive
Viking Line manages well with its current ferries .,positive
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",positive
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",neutral
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",neutral
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive
"You need to be ready when the window opens up , Rosberg said .",neutral
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",neutral
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral
"HK Ruokatalo produces many turkey products , such as cold cuts .",neutral
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",neutral
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral
